File Name,Rule Title,Rule ID,Rule Description,Chinese Title,Chinese Description,Level,References,Tags,Logsource,Fields,FalsePositive,Error Translation,Detection,SPL Query
proc_creation_lnx_python_pty_spawn.yml,Python Spawning Pretty TTY,c4042d54-110d-45dd-a0e1-05c47822c937,Detects python spawning a pretty tty which could be indicative of potential reverse shell activity,Python产卵漂亮的TTY,检测Python产卵的TTY，这可能表明潜在的反向外壳活动,high,https://www.volexity.com/blog/2022/06/02/zero-day-exploitation-of-atlassian-confluence/,"attack.execution, attack.t1059","product: linux, service: None",,['Unknown'],,"{'selection_img': [{'Image|endswith': ['/python', '/python2', '/python3']}, {'Image|contains': ['/python2.', '/python3.']}], 'selection_cli_1': {'CommandLine|contains|all': ['import pty', '.spawn(']}, 'selection_cli_2': {'CommandLine|contains': 'from pty import spawn'}, 'condition': 'selection_img and 1 of selection_cli_*'}","Image IN (""*/python"", ""*/python2"", ""*/python3"") OR Image IN (""*/python2.*"", ""*/python3.*"") (CommandLine=""*import pty*"" CommandLine=""*.spawn(*"") OR CommandLine=""*from pty import spawn*"""
proc_creation_lnx_esxcli_permission_change_admin.yml,ESXi Admin Permission Assigned To Account Via ESXCLI,9691f58d-92c1-4416-8bf3-2edd753ec9cf,"Detects execution of the ""esxcli"" command with the ""system"" and ""permission"" flags in order to assign admin permissions to an account.",通过ESXCLI分配了ESXI管理员的权限,通过“系统”和“权限”标志检测“ ESXCLI”命令的执行，以将管理员权限分配给帐户。,high,https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_system.html,attack.execution,"product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': '/esxcli', 'CommandLine|contains': 'system', 'CommandLine|contains|all': [' permission ', ' set', 'Admin']}, 'condition': 'selection'}","Image=""*/esxcli"" CommandLine=""*system*"" CommandLine=""* permission *"" CommandLine=""* set*"" CommandLine=""*Admin*"""
proc_creation_lnx_susp_sensitive_file_access.yml,Potential Suspicious Change To Sensitive/Critical Files,86157017-c2b1-4d4a-8c33-93b8e67e4af4,Detects changes of sensitive and critical files. Monitors files that you don't expect to change without planning on Linux system.,对敏感/关键文件的潜在可疑更改,检测敏感和关键文件的变化。在不计划Linux系统的情况下，监视您不会更改的文件。,medium,https://docs.microsoft.com/en-us/azure/defender-for-cloud/file-integrity-monitoring-overview#which-files-should-i-monitor,"attack.impact, attack.t1565.001","product: linux, service: None",,['Some false positives are to be expected on user or administrator machines. Apply additional filters as needed.'],,"{'selection_img_1': {'Image|endswith': ['/cat', '/echo', '/grep', '/head', '/more', '/tail'], 'CommandLine|contains': '>'}, 'selection_img_2': {'Image|endswith': ['/emacs', '/nano', '/sed', '/vi', '/vim']}, 'selection_paths': {'CommandLine|contains': ['/bin/login', '/bin/passwd', '/boot/', '/etc/*.conf', '/etc/cron.', '/etc/crontab', '/etc/hosts', '/etc/init.d', '/etc/sudoers', '/opt/bin/', '/sbin', '/usr/bin/', '/usr/local/bin/']}, 'condition': '1 of selection_img_* and selection_paths'}","(Image IN (""*/cat"", ""*/echo"", ""*/grep"", ""*/head"", ""*/more"", ""*/tail"") CommandLine=""*>*"") OR Image IN (""*/emacs"", ""*/nano"", ""*/sed"", ""*/vi"", ""*/vim"") CommandLine IN (""*/bin/login*"", ""*/bin/passwd*"", ""*/boot/*"", ""*/etc/*.conf*"", ""*/etc/cron.*"", ""*/etc/crontab*"", ""*/etc/hosts*"", ""*/etc/init.d*"", ""*/etc/sudoers*"", ""*/opt/bin/*"", ""*/sbin*"", ""*/usr/bin/*"", ""*/usr/local/bin/*"")"
proc_creation_lnx_gtfobin_vim.yml,Vim GTFOBin Abuse - Linux,7ab8f73a-fcff-428b-84aa-6a5ff7877dea,"Detects usage of ""vim"" and it's siblings as a GTFOBin to execute and proxy command and binary execution",VIM GTFOBIN滥用-Linux,检测“ vim”的用法，并且是兄弟姐妹作为gtfobin的执行和代理命令和二进制执行,high,"https://gtfobins.github.io/gtfobins/vim/, https://gtfobins.github.io/gtfobins/rvim/, https://gtfobins.github.io/gtfobins/vimdiff/","attack.discovery, attack.t1083","product: linux, service: None",,['Unknown'],,"{'selection_img': {'Image|endswith': ['/vim', '/rvim', '/vimdiff'], 'CommandLine|contains': [' -c ', ' --cmd']}, 'selection_cli': {'CommandLine|contains': [':!/', ':py ', ':lua ', '/bin/sh', '/bin/bash', '/bin/dash', '/bin/zsh', '/bin/fish']}, 'condition': 'all of selection_*'}","Image IN (""*/vim"", ""*/rvim"", ""*/vimdiff"") CommandLine IN (""* -c *"", ""* --cmd*"") CommandLine IN (""*:!/*"", ""*:py *"", ""*:lua *"", ""*/bin/sh*"", ""*/bin/bash*"", ""*/bin/dash*"", ""*/bin/zsh*"", ""*/bin/fish*"")"
proc_creation_lnx_susp_curl_useragent.yml,Suspicious Curl Change User Agents - Linux,b86d356d-6093-443d-971c-9b07db583c68,Detects a suspicious curl process start on linux with set useragent options,可疑的卷发更改用户代理-Linux,检测一个可疑的卷曲过程在Linux上开始使用SET用户Apote,medium,https://curl.se/docs/manpage.html,"attack.command_and_control, attack.t1071.001","product: linux, service: None",,"['Scripts created by developers and admins', 'Administrative activity']",,"{'selection': {'Image|endswith': '/curl', 'CommandLine|contains': [' -A ', ' --user-agent ']}, 'condition': 'selection'}","Image=""*/curl"" CommandLine IN (""* -A *"", ""* --user-agent *"")"
proc_creation_lnx_clear_syslog.yml,Commands to Clear or Remove the Syslog,3fcc9b35-39e4-44c0-a2ad-9e82b6902b31,Detects specific commands commonly used to remove or empty the syslog. Which is often used by attacker as a method to hide their tracks,命令清除或删除Syslog,检测通常用于删除或清空Syslog的特定命令。攻击者通常将其用作隐藏轨道的方法,high,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1070.002/T1070.002.md,"attack.defense_evasion, attack.t1070.002","product: linux, service: None",,['Log rotation.'],,"{'selection': {'CommandLine|contains': ['rm /var/log/syslog', 'rm -r /var/log/syslog', 'rm -f /var/log/syslog', 'rm -rf /var/log/syslog', 'unlink /var/log/syslog', 'unlink -r /var/log/syslog', 'unlink -f /var/log/syslog', 'unlink -rf /var/log/syslog', 'mv /var/log/syslog', ' >/var/log/syslog', ' > /var/log/syslog']}, 'condition': 'selection'}","CommandLine IN (""*rm /var/log/syslog*"", ""*rm -r /var/log/syslog*"", ""*rm -f /var/log/syslog*"", ""*rm -rf /var/log/syslog*"", ""*unlink /var/log/syslog*"", ""*unlink -r /var/log/syslog*"", ""*unlink -f /var/log/syslog*"", ""*unlink -rf /var/log/syslog*"", ""*mv /var/log/syslog*"", ""* >/var/log/syslog*"", ""* > /var/log/syslog*"")"
proc_creation_lnx_security_software_discovery.yml,Security Software Discovery - Linux,c9d8b7fd-78e4-44fe-88f6-599135d46d60,Detects usage of system utilities (only grep and egrep for now) to discover security software discovery,安全软件发现-Linux,检测系统实用程序的使用（目前仅GREP和EGREP）来发现安全软件发现,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1518.001/T1518.001.md,"attack.discovery, attack.t1518.001","product: linux, service: None",,['Legitimate activities'],,"{'selection': {'Image|endswith': ['/grep', '/egrep'], 'CommandLine|contains': ['nessusd', 'td-agent', 'packetbeat', 'filebeat', 'auditbeat', 'osqueryd', 'cbagentd', 'falcond']}, 'condition': 'selection'}","Image IN (""*/grep"", ""*/egrep"") CommandLine IN (""*nessusd*"", ""*td-agent*"", ""*packetbeat*"", ""*filebeat*"", ""*auditbeat*"", ""*osqueryd*"", ""*cbagentd*"", ""*falcond*"")"
proc_creation_lnx_wget_download_suspicious_directory.yml,Download File To Potentially Suspicious Directory Via Wget,cf610c15-ed71-46e1-bdf8-2bd1a99de6c4,Detects the use of wget to download content to a suspicious directory,通过WGET将文件下载到潜在的可疑目录,检测使用WGET将内容下载到可疑目录,medium,"['https://blogs.jpcert.or.jp/en/2023/05/gobrat.html', 'https://jstnk9.github.io/jstnk9/research/GobRAT-Malware/', 'https://www.virustotal.com/gui/file/60bcd645450e4c846238cf0e7226dc40c84c96eba99f6b2cffcd0ab4a391c8b3/detection', 'https://www.virustotal.com/gui/file/3e44c807a25a56f4068b5b8186eee5002eed6f26d665a8b791c472ad154585d1/detection']","['attack.command_and_control', 'attack.t1105']","{'category': 'process_creation', 'product': 'linux'}",,['Unknown'],ORing regular expressions is not yet supported by Splunk backend,"{'selection_img': {'Image|endswith': '/wget'}, 'selection_output': [{'CommandLine|re': '\\s-O\\s'}, {'CommandLine|contains': '--output-document'}], 'selection_path': {'CommandLine|contains': '/tmp/'}, 'condition': 'all of selection_*'}",To Do
proc_creation_lnx_python_reverse_shell.yml,Potential Python Reverse Shell,32e62bc7-3de0-4bb1-90af-532978fe42c0,Detects executing python with keywords related to network activity that could indicate a potential reverse shell,潜在的Python反向外壳,检测使用与网络活动相关的关键字执行Python，这可能表明潜在的反向外壳,high,"https://pentestmonkey.net/cheat-sheet/shells/reverse-shell-cheat-sheet, https://www.revshells.com/",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'Image|contains': 'python', 'CommandLine|contains|all': [' -c ', 'import', 'pty', 'spawn(', '.connect']}, 'condition': 'selection'}","Image=""*python*"" CommandLine=""* -c *"" CommandLine=""*import*"" CommandLine=""*pty*"" CommandLine=""*spawn(*"" CommandLine=""*.connect*"""
proc_creation_lnx_cp_passwd_or_shadow_tmp.yml,Copy Passwd Or Shadow From TMP Path,fa4aaed5-4fe0-498d-bbc0-08e3346387ba,"Detects when the file ""passwd"" or ""shadow"" is copied from tmp path",从TMP路径复制PassWD或阴影,检测何时从TMP路径复制文件“ PassWD”或“ Shadow”,high,"https://blogs.blackberry.com/, https://twitter.com/Joseliyo_Jstnk/status/1620131033474822144","attack.credential_access, attack.t1552.001","product: linux, service: None",,['Unknown'],,"{'selection_img': {'Image|endswith': '/cp'}, 'selection_path': {'CommandLine|contains': '/tmp/'}, 'selection_file': {'CommandLine|contains': ['passwd', 'shadow']}, 'condition': 'all of selection_*'}","Image=""*/cp"" CommandLine=""*/tmp/*"" CommandLine IN (""*passwd*"", ""*shadow*"")"
proc_creation_lnx_clear_logs.yml,Clear Linux Logs,80915f59-9b56-4616-9de0-fd0dea6c12fe,Detects attempts to clear logs on the system. Adversaries may clear system logs to hide evidence of an intrusion,清除Linux日志,检测试图清除系统上的日志。对手可能会清除系统日志以隐藏入侵的证据,medium,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1070.002/T1070.002.md,"attack.defense_evasion, attack.t1070.002","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/rm', '/shred', '/unlink'], 'CommandLine|contains': ['/var/log', '/var/spool/mail']}, 'condition': 'selection'}","Image IN (""*/rm"", ""*/shred"", ""*/unlink"") CommandLine IN (""*/var/log*"", ""*/var/spool/mail*"")"
proc_creation_lnx_file_deletion.yml,File Deletion,30aed7b6-d2c1-4eaf-9382-b6bc43e50c57,"Detects file deletion using ""rm"", ""shred"" or ""unlink"" commands which are used often by adversaries to delete files left behind by the actions of their intrusion activity",文件删除,使用“ RM”，“切碎”或“ UNLINK”命令检测文件删除，这些命令经常被对手使用，以删除由其入侵活动的动作留下的文件,informational,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1070.004/T1070.004.md,"attack.defense_evasion, attack.t1070.004","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/rm', '/shred', '/unlink']}, 'condition': 'selection'}","Image IN (""*/rm"", ""*/shred"", ""*/unlink"")"
proc_creation_lnx_susp_network_utilities_execution.yml,Linux Network Service Scanning Tools Execution,3e102cd9-a70d-4a7a-9508-403963092f31,Detects execution of network scanning and reconnaisance tools. These tools can be used for the enumeration of local or remote network services for example.,Linux网络服务扫描工具执行,检测网络扫描和侦察工具的执行。这些工具可用于列举本地或远程网络服务。,low,"https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1046/T1046.md, https://github.com/projectdiscovery/naabu, https://github.com/Tib3rius/AutoRecon","attack.discovery, attack.t1046","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_netcat': {'Image|endswith': ['/nc', '/ncat', '/netcat', '/socat']}, 'selection_network_scanning_tools': {'Image|endswith': ['/autorecon', '/hping', '/hping2', '/hping3', '/naabu', '/nmap', '/nping', '/telnet']}, 'filter_main_netcat_listen_flag': {'CommandLine|contains': [' --listen ', ' -l ']}, 'condition': '(selection_netcat and not filter_main_netcat_listen_flag) or selection_network_scanning_tools'}","(Image IN (""*/nc"", ""*/ncat"", ""*/netcat"", ""*/socat"") NOT (CommandLine IN (""* --listen *"", ""* -l *""))) OR Image IN (""*/autorecon"", ""*/hping"", ""*/hping2"", ""*/hping3"", ""*/naabu"", ""*/nmap"", ""*/nping"", ""*/telnet"")"
proc_creation_lnx_susp_inod_listing.yml,Potential Container Discovery Via Inodes Listing,43e26eb5-cd58-48d1-8ce9-a273f5d298d8,"Detects listing of the inodes of the ""/"" directory to determine if the we are running inside of a container.",通过inodes列表发现潜在的容器,检测“/”目录的indodes的清单，以确定我们是否在容器内部运行。,low,"https://blog.skyplabs.net/posts/container-detection/, https://stackoverflow.com/questions/20010199/how-to-determine-if-a-process-runs-inside-lxc-docker","attack.discovery, attack.t1082","product: linux, service: None",,"['Legitimate system administrator usage of these commands', 'Some container tools or deployments may use these techniques natively to determine how they proceed with execution, and will need to be filtered']",,"{'selection': {'Image|endswith': '/ls', 'CommandLine|contains|all': [' -*i', ' -*d'], 'CommandLine|endswith': ' /'}, 'condition': 'selection'}","Image=""*/ls"" CommandLine=""* -*i*"" CommandLine=""* -*d*"" CommandLine=""* /"""
proc_creation_lnx_susp_dockerenv_recon.yml,Docker Container Discovery Via Dockerenv Listing,11701de9-d5a5-44aa-8238-84252f131895,"Detects listing or file reading of "".dockerenv"" which can be a sing of potential container discovery",Docker Container通过DockErenv列表发现,检测“ .dockerenv”的清单或文件读数，这可能是潜在容器发现的唱片,low,"https://blog.skyplabs.net/posts/container-detection/, https://stackoverflow.com/questions/20010199/how-to-determine-if-a-process-runs-inside-lxc-docker","attack.discovery, attack.t1082","product: linux, service: None",,"['Legitimate system administrator usage of these commands', 'Some container tools or deployments may use these techniques natively to determine how they proceed with execution, and will need to be filtered']",,"{'selection': {'Image|endswith': ['/cat', '/dir', '/find', '/ls', '/stat', '/test', 'grep'], 'CommandLine|endswith': '.dockerenv'}, 'condition': 'selection'}","Image IN (""*/cat"", ""*/dir"", ""*/find"", ""*/ls"", ""*/stat"", ""*/test"", ""*grep"") CommandLine=""*.dockerenv"""
proc_creation_lnx_susp_git_clone.yml,Suspicious Git Clone - Linux,cfec9d29-64ec-4a0f-9ffe-0fdb856d5446,"Detects execution of ""git"" in order to clone a remote repository that contain suspicious keywords which might be suspicious",可疑的git克隆-Linux,检测“ git”的执行，以克隆一个远程存储库，其中包含可疑关键字的远程存储库,medium,https://gist.githubusercontent.com/MichaelKoczwara/12faba9c061c12b5814b711166de8c2f/raw/e2068486692897b620c25fde1ea258c8218fe3d3/history.txt,"attack.reconnaissance, attack.t1593.003","product: linux, service: None",,['Unknown'],,"{'selection_img': {'Image|endswith': '/git', 'CommandLine|contains': ' clone '}, 'selection_keyword': {'CommandLine|contains': ['exploit', 'Vulns', 'vulnerability', 'RCE', 'RemoteCodeExecution', 'Invoke-', 'CVE-', 'poc-', 'ProofOfConcept', 'proxyshell', 'log4shell', 'eternalblue', 'eternal-blue', 'MS17-']}, 'condition': 'all of selection_*'}","Image=""*/git"" CommandLine=""* clone *"" CommandLine IN (""*exploit*"", ""*Vulns*"", ""*vulnerability*"", ""*RCE*"", ""*RemoteCodeExecution*"", ""*Invoke-*"", ""*CVE-*"", ""*poc-*"", ""*ProofOfConcept*"", ""*proxyshell*"", ""*log4shell*"", ""*eternalblue*"", ""*eternal-blue*"", ""*MS17-*"")"
proc_creation_lnx_bpf_kprob_tracing_enabled.yml,Enable BPF Kprobes Tracing,7692f583-bd30-4008-8615-75dab3f08a99,Detects common command used to enable bpf kprobes tracing,启用BPF Kprobes跟踪,检测用于启用BPF Kprobes跟踪的公共命令,medium,"https://embracethered.com/blog/posts/2021/offensive-bpf-bpftrace/, https://bpftrace.org/, https://www.kernel.org/doc/html/v5.0/trace/kprobetrace.html","attack.execution, attack.defense_evasion","product: linux, service: None",,['Unknown'],,"{'selection': {'CommandLine|contains|all': ['echo 1 >', '/sys/kernel/debug/tracing/events/kprobes/'], 'CommandLine|contains': ['/myprobe/enable', '/myretprobe/enable']}, 'condition': 'selection'}","CommandLine=""*echo 1 >*"" CommandLine=""*/sys/kernel/debug/tracing/events/kprobes/*"" CommandLine IN (""*/myprobe/enable*"", ""*/myretprobe/enable*"")"
proc_creation_lnx_bash_interactive_shell.yml,Bash Interactive Shell,6104e693-a7d6-4891-86cb-49a258523559,"Detects execution of the bash shell with the interactive flag ""-i"".",bash互动外壳,用交互式标志“ -i”检测bash壳的执行。,low,"https://pentestmonkey.net/cheat-sheet/shells/reverse-shell-cheat-sheet, https://www.revshells.com/, https://linux.die.net/man/1/bash",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/bash', 'CommandLine|contains': ' -i '}, 'condition': 'selection'}","Image=""*/bash"" CommandLine=""* -i *"""
proc_creation_lnx_grep_os_arch_discovery.yml,OS Architecture Discovery Via Grep,d27ab432-2199-483f-a297-03633c05bae6,"Detects the use of grep to identify information about the operating system architecture. Often combined beforehand with the execution of ""uname"" or ""cat /proc/cpuinfo""
",OS架构发现通过GREP,检测使用GREP来识别有关操作系统体系结构的信息。通常事先与执行“ uname”或“ cat /proc /cpuinfo”结合在一起,low,"https://blogs.jpcert.or.jp/en/2023/05/gobrat.html, https://jstnk9.github.io/jstnk9/research/GobRAT-Malware/, https://www.virustotal.com/gui/file/60bcd645450e4c846238cf0e7226dc40c84c96eba99f6b2cffcd0ab4a391c8b3/detection, https://www.virustotal.com/gui/file/3e44c807a25a56f4068b5b8186eee5002eed6f26d665a8b791c472ad154585d1/detection","attack.discovery, attack.t1082","product: linux, service: None",,['Unknown'],,"{'selection_process': {'Image|endswith': '/grep'}, 'selection_architecture': {'CommandLine|endswith': ['aarch64', 'arm', 'i386', 'i686', 'mips', 'x86_64']}, 'condition': 'all of selection_*'}","Image=""*/grep"" CommandLine IN (""*aarch64"", ""*arm"", ""*i386"", ""*i686"", ""*mips"", ""*x86_64"")"
proc_creation_lnx_susp_shell_script_exec_from_susp_location.yml,Execution Of Script Located In Potentially Suspicious Directory,30bcce26-51c5-49f2-99c8-7b59e3af36c7,"Detects executions of scripts located in potentially suspicious locations such as ""/tmp"" via a shell such as ""bash"", ""sh"", etc.",执行位于潜在可疑目录中的脚本,检测到可能可疑位置中的脚本执行，例如“/tmp”，例如“ bash”，“ sh”等。,medium,"https://blogs.jpcert.or.jp/en/2023/05/gobrat.html, https://jstnk9.github.io/jstnk9/research/GobRAT-Malware/, https://www.virustotal.com/gui/file/60bcd645450e4c846238cf0e7226dc40c84c96eba99f6b2cffcd0ab4a391c8b3/detection, https://www.virustotal.com/gui/file/3e44c807a25a56f4068b5b8186eee5002eed6f26d665a8b791c472ad154585d1/detection",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection_img': {'Image|endswith': ['/bash', '/csh', '/dash', '/fish', '/ksh', '/sh', '/zsh']}, 'selection_flag': {'CommandLine|contains': ' -c '}, 'selection_paths': {'CommandLine|contains': '/tmp/'}, 'condition': 'all of selection_*'}","Image IN (""*/bash"", ""*/csh"", ""*/dash"", ""*/fish"", ""*/ksh"", ""*/sh"", ""*/zsh"") CommandLine=""* -c *"" CommandLine=""*/tmp/*"""
proc_creation_lnx_userdel.yml,User Has Been Deleted Via Userdel,08f26069-6f80-474b-8d1f-d971c6fedea0,"Detects execution of the ""userdel"" binary. Which is used to delete a user account and related files. This is sometimes abused by threat actors in order to cover their tracks",用户已通过UserDel删除,检测“ UserDel”二进制的执行。用于删除用户帐户和相关文件。有时威胁参与者滥用这是为了掩盖他们的轨道,medium,"https://linuxize.com/post/how-to-delete-group-in-linux/, https://www.cyberciti.biz/faq/linux-remove-user-command/, https://www.cybrary.it/blog/0p3n/linux-commands-used-attackers/, https://linux.die.net/man/8/userdel","attack.impact, attack.t1531","product: linux, service: None",,['Legitimate administrator activities'],,"{'selection': {'Image|endswith': '/userdel'}, 'condition': 'selection'}","Image=""*/userdel"""
proc_creation_lnx_cve_2022_26134_atlassian_confluence.yml,Atlassian Confluence CVE-2022-26134,7fb14105-530e-4e2e-8cfb-99f7d8700b66,Detects spawning of suspicious child processes by Atlassian Confluence server which may indicate successful exploitation of CVE-2022-26134,Atlassian Confluence CVE-2022-26134,检测Atlassian Confluence Server对可疑的儿童流程的产卵，这可能表明CVE-2022-26134成功开发,high,https://www.volexity.com/blog/2022/06/02/zero-day-exploitation-of-atlassian-confluence/,"attack.initial_access, attack.execution, attack.t1190, attack.t1059, cve.2022.26134","product: linux, service: None",,['Unknown'],,"{'selection': {'ParentImage|startswith': '/opt/atlassian/confluence/', 'ParentImage|endswith': '/java', 'CommandLine|contains': ['/bin/sh', 'bash', 'dash', 'ksh', 'zsh', 'csh', 'fish', 'curl', 'wget', 'python']}, 'condition': 'selection'}","ParentImage=""/opt/atlassian/confluence/*"" ParentImage=""*/java"" CommandLine IN (""*/bin/sh*"", ""*bash*"", ""*dash*"", ""*ksh*"", ""*zsh*"", ""*csh*"", ""*fish*"", ""*curl*"", ""*wget*"", ""*python*"")"
proc_creation_lnx_base64_execution.yml,Linux Base64 Encoded Pipe to Shell,ba592c6d-6888-43c3-b8c6-689b8fe47337,Detects suspicious process command line that uses base64 encoded input for execution with a shell,Linux base64编码的管道到外壳,检测可疑的过程命令行，该命令使用base64编码输入用外壳执行,medium,"https://github.com/arget13/DDexec, https://www.mandiant.com/resources/blog/barracuda-esg-exploited-globally","attack.defense_evasion, attack.t1140","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_base64': {'CommandLine|contains': 'base64 '}, 'selection_exec': [{'CommandLine|contains': ['| bash ', '| sh ', '|bash ', '|sh ']}, {'CommandLine|endswith': [' |sh', '| bash', '| sh', '|bash']}], 'condition': 'all of selection_*'}","CommandLine=""*base64 *"" CommandLine IN (""*| bash *"", ""*| sh *"", ""*|bash *"", ""*|sh *"") OR CommandLine IN (""* |sh"", ""*| bash"", ""*| sh"", ""*|bash"")"
proc_creation_lnx_webshell_detection.yml,Linux Webshell Indicators,818f7b24-0fba-4c49-a073-8b755573b9c7,Detects suspicious sub processes of web server processes,Linux Webshel​​l指标,检测Web服务器进程的可疑子进程,high,"https://www.acunetix.com/blog/articles/web-shells-101-using-php-introduction-web-shells-part-2/, https://media.defense.gov/2020/Jun/09/2002313081/-1/-1/0/CSI-DETECT-AND-PREVENT-WEB-SHELL-MALWARE-20200422.PDF","attack.persistence, attack.t1505.003","product: linux, service: None",,['Web applications that invoke Linux command line tools'],,"{'selection_general': {'ParentImage|endswith': ['/httpd', '/lighttpd', '/nginx', '/apache2', '/node', '/caddy']}, 'selection_tomcat': {'ParentCommandLine|contains|all': ['/bin/java', 'tomcat']}, 'selection_websphere': {'ParentCommandLine|contains|all': ['/bin/java', 'websphere']}, 'sub_processes': {'Image|endswith': ['/whoami', '/ifconfig', '/ip', '/bin/uname', '/bin/cat', '/bin/crontab', '/hostname', '/iptables', '/netstat', '/pwd', '/route']}, 'condition': '1 of selection_* and sub_processes'}","ParentImage IN (""*/httpd"", ""*/lighttpd"", ""*/nginx"", ""*/apache2"", ""*/node"", ""*/caddy"") OR (ParentCommandLine=""*/bin/java*"" ParentCommandLine=""*tomcat*"") OR (ParentCommandLine=""*/bin/java*"" ParentCommandLine=""*websphere*"") Image IN (""*/whoami"", ""*/ifconfig"", ""*/ip"", ""*/bin/uname"", ""*/bin/cat"", ""*/bin/crontab"", ""*/hostname"", ""*/iptables"", ""*/netstat"", ""*/pwd"", ""*/route"")"
proc_creation_lnx_omigod_scx_runasprovider_executeshellcommand.yml,OMIGOD SCX RunAsProvider ExecuteShellCommand,21541900-27a9-4454-9c4c-3f0a4240344a,"Rule to detect the use of the SCX RunAsProvider Invoke_ExecuteShellCommand to execute any UNIX/Linux command using the /bin/sh shell.
SCXcore, started as the Microsoft Operations Manager UNIX/Linux Agent, is now used in a host of products including
Microsoft Operations Manager, Microsoft Azure, and Microsoft Operations Management Suite.
",Omigod SCX runasProvider执行ExecuteshellCommand,"规则以检测使用SCX RunasProvider Invoke_executeshellCommand使用/bin/sh shell执行任何UNIX/Linux命令。
SCXCORE最初是Microsoft Operations Manager Unix/Linux代理，现在用于许多产品，包括
Microsoft Operations Manager，Microsoft Azure和Microsoft Operations Management Suite。",high,"https://www.wiz.io/blog/omigod-critical-vulnerabilities-in-omi-azure, https://github.com/Azure/Azure-Sentinel/pull/3059","attack.privilege_escalation, attack.initial_access, attack.execution, attack.t1068, attack.t1190, attack.t1203","product: linux, service: None",,['Legitimate use of SCX RunAsProvider Invoke_ExecuteShellCommand.'],,"{'selection': {'User': 'root', 'LogonId': 0, 'CurrentDirectory': '/var/opt/microsoft/scx/tmp', 'CommandLine|contains': '/bin/sh'}, 'condition': 'selection'}","User=""root"" LogonId=0 CurrentDirectory=""/var/opt/microsoft/scx/tmp"" CommandLine=""*/bin/sh*"""
proc_creation_lnx_nohup_susp_execution.yml,Suspicious Nohup Execution,457df417-8b9d-4912-85f3-9dbda39c3645,"Detects execution of binaries located in potentially suspicious locations via ""nohup""",可疑的NOHUP执行,检测通过“ NOHUP”处执行位于潜在可疑位置的二进制文件,high,"https://blogs.jpcert.or.jp/en/2023/05/gobrat.html, https://jstnk9.github.io/jstnk9/research/GobRAT-Malware/, https://www.virustotal.com/gui/file/60bcd645450e4c846238cf0e7226dc40c84c96eba99f6b2cffcd0ab4a391c8b3/detection, https://www.virustotal.com/gui/file/3e44c807a25a56f4068b5b8186eee5002eed6f26d665a8b791c472ad154585d1/detection",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/nohup', 'CommandLine|contains': '/tmp/'}, 'condition': 'selection'}","Image=""*/nohup"" CommandLine=""*/tmp/*"""
proc_creation_lnx_php_reverse_shell.yml,Potential PHP Reverse Shell,c6714a24-d7d5-4283-a36b-3ffd091d5f7e,"Detects usage of the PHP CLI with the ""-r"" flag which allows it to run inline PHP code. The rule looks for calls to the ""fsockopen"" function which allows the creation of sockets.
Attackers often leverage this in combination with functions such as ""exec"" or ""fopen"" to initiate a reverse shell connection.
",潜在的PHP反向外壳,"使用“ -r”标志检测PHP CLI的用法，该标志允许其运行内联PHP代码。该规则寻找允许创建插座的“ fsockopen”功能的调用。
攻击者通常将其与“ Exec”或“ Fopen”之类的功能结合起来来启动反向外壳连接。",high,"https://pentestmonkey.net/cheat-sheet/shells/reverse-shell-cheat-sheet, https://www.revshells.com/",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'Image|contains': '/php', 'CommandLine|contains|all': [' -r ', 'fsockopen'], 'CommandLine|contains': ['ash', 'bash', 'bsh', 'csh', 'ksh', 'pdksh', 'sh', 'tcsh', 'zsh']}, 'condition': 'selection'}","Image=""*/php*"" CommandLine=""* -r *"" CommandLine=""*fsockopen*"" CommandLine IN (""*ash*"", ""*bash*"", ""*bsh*"", ""*csh*"", ""*ksh*"", ""*pdksh*"", ""*sh*"", ""*tcsh*"", ""*zsh*"")"
